uuid,item_id,item_title,item_ingredients
c61833df-d331-47bd-8f2f-6442e7a0bc28,34382,mashed red potatoes with garlic and parmesan,"['red potatoes', 'garlic cloves', 'butter', 'milk', 'salt', 'parmesan cheese']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,39087,creamy cajun chicken pasta,"['boneless skinless chicken breast halves', 'linguine', 'cajun seasoning', 'butter', 'green onion', 'heavy whipping cream', 'sun-dried tomatoes', 'salt', 'dried basil', 'ground black pepper', 'garlic powder', 'parmesan cheese']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,28148,oven fried chicken chimichangas,"['picante sauce', 'ground cumin', 'dried oregano leaves', 'cooked chicken', 'cheddar cheese', 'green onions', 'flour tortillas', 'margarine', 'green onion']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,27208,to die for crock pot roast,"['beef roast', 'brown gravy mix', 'dried italian salad dressing mix', 'ranch dressing mix', 'water']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,54257,yes  virginia there is a great meatloaf,"['ground beef', 'bread', 'egg', 'vidalia onions', 'table salt', 'black pepper', 'ketchup', 'whole milk', 'apple cider vinegar', 'dark brown sugar']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,68955,japanese mum s chicken,"['chicken drumsticks', 'water', 'balsamic vinegar', 'soy sauce', 'sugar', 'garlic clove', 'hot chili pepper']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,32204,whatever floats your boat  brownies,"['butter', 'unsweetened cocoa', 'sugar', 'eggs', 'vanilla', 'flour', 'salt', 'chocolate chips', 'raisins', 'maraschino cherry', 'nuts', ""m&m'"", ""reese's pieces"", 'miniature marshmallow']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,43509,crumb topped banana muffins,"['flour', 'baking soda', 'baking powder', 'salt', 'bananas', 'sugar', 'egg', 'butter', 'brown sugar', 'cinnamon', 'nuts']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,87782,greek potatoes  oven roasted and delicious,"['potatoes', 'garlic cloves', 'olive oil', 'water', 'dried oregano', 'lemon', 'sea salt', 'fresh coarse ground black pepper']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,63689,my family s favorite sloppy joes  pizza joes,"['ground beef', 'celery', 'onion', 'tomato sauce', 'ketchup', 'barbecue sauce', 'brown sugar', 'dry mustard', 'salt and pepper', 'worcestershire sauce', 'vinegar']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,82102,kittencal s moist cheddar garlic oven fried chicken breast,"['butter', 'garlic', 'garlic powder', 'seasoning salt', 'seasoned dry bread crumb', 'cheddar cheese', 'parmesan cheese', 'ground black pepper', 'boneless skinless chicken breasts', 'shredded cheddar cheese']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,95222,pork chops yum yum,"['pork chops', 'chicken broth', 'honey', 'soy sauce', 'ketchup', 'ginger', 'garlic salt']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,33919,creamy burrito casserole,"['ground beef', 'yellow onion', 'taco seasoning', 'flour tortillas', 'refried beans', 'taco cheese', 'cream of mushroom soup', 'sour cream', 'hot sauce']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,53914,mama s supper club tilapia parmesan,"['tilapia fillets', 'lemon juice', 'parmesan cheese', 'butter', 'mayonnaise', 'green onions', 'seasoning salt', 'dried basil', 'black pepper', 'hot pepper sauce']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,51537,my no roll pie crust,"['flour', 'salt', 'sugar', 'oil', 'milk']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,106251,roasted cauliflower   16 roasted cloves of garlic,"['cauliflower', 'garlic cloves', 'fresh rosemary', 'salt', 'black pepper', 'olive oil']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,150863,panera s cream cheese potato soup,"['chicken broth', 'potatoes', 'seasoning salt', 'white pepper', 'ground red pepper', 'cream cheese']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,28768,absolute best ever lasagna,"['lean ground beef', 'italian sausage', 'onion', 'garlic cloves', 'salt', 'fresh coarse ground black pepper', 'dried parsley flakes', 'dried oregano', 'dried basil', 'whole tomatoes', 'ricotta cheese', 'eggs', 'pepper', 'parsley', 'parmesan cheese', 'mozzarella cheese', 'lasagna noodles']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,33671,crock pot whole chicken,"['salt', 'paprika', 'cayenne pepper', 'onion powder', 'thyme', 'white pepper', 'garlic powder', 'black pepper', 'roasting chicken', 'onion']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,77397,kittencal s 5 minute cinnamon flop brunch cake,"['all-purpose flour', 'sugar', 'milk', 'vanilla', 'baking powder', 'salt', 'egg', 'brown sugar', 'cinnamon', 'butter', 'walnuts']"
d5be47d1-a884-408d-b852-a2c9e96a0f27,69089,artichoke and chicken bake,"['water-packed artichoke hearts', 'parmesan cheese', 'mayonnaise', 'garlic powder', 'boneless skinless chicken breast halves']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,33919,creamy burrito casserole,"['ground beef', 'yellow onion', 'taco seasoning', 'flour tortillas', 'refried beans', 'taco cheese', 'cream of mushroom soup', 'sour cream', 'hot sauce']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,39087,creamy cajun chicken pasta,"['boneless skinless chicken breast halves', 'linguine', 'cajun seasoning', 'butter', 'green onion', 'heavy whipping cream', 'sun-dried tomatoes', 'salt', 'dried basil', 'ground black pepper', 'garlic powder', 'parmesan cheese']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,89204,crock pot chicken with black beans   cream cheese,"['boneless chicken breasts', 'black beans', 'corn', 'salsa', 'cream cheese']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,54257,yes  virginia there is a great meatloaf,"['ground beef', 'bread', 'egg', 'vidalia onions', 'table salt', 'black pepper', 'ketchup', 'whole milk', 'apple cider vinegar', 'dark brown sugar']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,27208,to die for crock pot roast,"['beef roast', 'brown gravy mix', 'dried italian salad dressing mix', 'ranch dressing mix', 'water']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,68955,japanese mum s chicken,"['chicken drumsticks', 'water', 'balsamic vinegar', 'soy sauce', 'sugar', 'garlic clove', 'hot chili pepper']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,25885,banana banana bread,"['all-purpose flour', 'baking soda', 'salt', 'butter', 'brown sugar', 'eggs', 'bananas']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,28148,oven fried chicken chimichangas,"['picante sauce', 'ground cumin', 'dried oregano leaves', 'cooked chicken', 'cheddar cheese', 'green onions', 'flour tortillas', 'margarine', 'green onion']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,34382,mashed red potatoes with garlic and parmesan,"['red potatoes', 'garlic cloves', 'butter', 'milk', 'salt', 'parmesan cheese']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,17126,quick spanish rice,"['stewed tomatoes', 'chicken stock', 'rice', 'butter', 'chili powder', 'oregano', 'garlic salt', 'cumin']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,82102,kittencal s moist cheddar garlic oven fried chicken breast,"['butter', 'garlic', 'garlic powder', 'seasoning salt', 'seasoned dry bread crumb', 'cheddar cheese', 'parmesan cheese', 'ground black pepper', 'boneless skinless chicken breasts', 'shredded cheddar cheese']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,53914,mama s supper club tilapia parmesan,"['tilapia fillets', 'lemon juice', 'parmesan cheese', 'butter', 'mayonnaise', 'green onions', 'seasoning salt', 'dried basil', 'black pepper', 'hot pepper sauce']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,75302,mrs  geraldine s ground beef casserole,"['ground beef', 'tomatoes', 'onion', 'bell pepper', 'celery', 'mushrooms', 'brown sugar', 'worcestershire sauce', 'cream of mushroom soup', 'sharp cheddar cheese', 'angel hair pasta', 'tomato sauce', 'salt and pepper']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,95222,pork chops yum yum,"['pork chops', 'chicken broth', 'honey', 'soy sauce', 'ketchup', 'ginger', 'garlic salt']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,63689,my family s favorite sloppy joes  pizza joes,"['ground beef', 'celery', 'onion', 'tomato sauce', 'ketchup', 'barbecue sauce', 'brown sugar', 'dry mustard', 'salt and pepper', 'worcestershire sauce', 'vinegar']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,87782,greek potatoes  oven roasted and delicious,"['potatoes', 'garlic cloves', 'olive oil', 'water', 'dried oregano', 'lemon', 'sea salt', 'fresh coarse ground black pepper']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,43023,creamy garlic penne pasta,"['penne', 'butter', 'garlic cloves', 'flour', 'chicken broth', 'milk', 'parsley flakes', 'salt and pepper', 'parmesan cheese']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,32204,whatever floats your boat  brownies,"['butter', 'unsweetened cocoa', 'sugar', 'eggs', 'vanilla', 'flour', 'salt', 'chocolate chips', 'raisins', 'maraschino cherry', 'nuts', ""m&m'"", ""reese's pieces"", 'miniature marshmallow']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,69173,kittencal s italian melt in your mouth meatballs,"['ground beef', 'egg', 'parmesan cheese', 'breadcrumbs', 'garlic', 'salt', 'fresh ground black pepper', 'milk', 'dried oregano', 'fresh parsley']"
c8f9c91d-e92d-4601-96a6-2055b3221c63,50719,the sweetest blueberry muffins,"['butter', 'granulated sugar', 'eggs', 'vanilla', 'baking powder', 'salt', 'all-purpose flour', 'milk', 'fresh blueberries', 'lemon zest', 'ground nutmeg']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,82102,kittencal s moist cheddar garlic oven fried chicken breast,"['butter', 'garlic', 'garlic powder', 'seasoning salt', 'seasoned dry bread crumb', 'cheddar cheese', 'parmesan cheese', 'ground black pepper', 'boneless skinless chicken breasts', 'shredded cheddar cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,68955,japanese mum s chicken,"['chicken drumsticks', 'water', 'balsamic vinegar', 'soy sauce', 'sugar', 'garlic clove', 'hot chili pepper']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,33919,creamy burrito casserole,"['ground beef', 'yellow onion', 'taco seasoning', 'flour tortillas', 'refried beans', 'taco cheese', 'cream of mushroom soup', 'sour cream', 'hot sauce']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,89204,crock pot chicken with black beans   cream cheese,"['boneless chicken breasts', 'black beans', 'corn', 'salsa', 'cream cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,150863,panera s cream cheese potato soup,"['chicken broth', 'potatoes', 'seasoning salt', 'white pepper', 'ground red pepper', 'cream cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,43023,creamy garlic penne pasta,"['penne', 'butter', 'garlic cloves', 'flour', 'chicken broth', 'milk', 'parsley flakes', 'salt and pepper', 'parmesan cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,87782,greek potatoes  oven roasted and delicious,"['potatoes', 'garlic cloves', 'olive oil', 'water', 'dried oregano', 'lemon', 'sea salt', 'fresh coarse ground black pepper']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,34382,mashed red potatoes with garlic and parmesan,"['red potatoes', 'garlic cloves', 'butter', 'milk', 'salt', 'parmesan cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,95222,pork chops yum yum,"['pork chops', 'chicken broth', 'honey', 'soy sauce', 'ketchup', 'ginger', 'garlic salt']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,28148,oven fried chicken chimichangas,"['picante sauce', 'ground cumin', 'dried oregano leaves', 'cooked chicken', 'cheddar cheese', 'green onions', 'flour tortillas', 'margarine', 'green onion']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,53914,mama s supper club tilapia parmesan,"['tilapia fillets', 'lemon juice', 'parmesan cheese', 'butter', 'mayonnaise', 'green onions', 'seasoning salt', 'dried basil', 'black pepper', 'hot pepper sauce']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,35805,easy peezy pizza dough  bread machine pizza dough,"['granulated yeast', 'bread flour', 'salt', 'sugar', 'olive oil', 'water']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,63689,my family s favorite sloppy joes  pizza joes,"['ground beef', 'celery', 'onion', 'tomato sauce', 'ketchup', 'barbecue sauce', 'brown sugar', 'dry mustard', 'salt and pepper', 'worcestershire sauce', 'vinegar']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,54257,yes  virginia there is a great meatloaf,"['ground beef', 'bread', 'egg', 'vidalia onions', 'table salt', 'black pepper', 'ketchup', 'whole milk', 'apple cider vinegar', 'dark brown sugar']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,69173,kittencal s italian melt in your mouth meatballs,"['ground beef', 'egg', 'parmesan cheese', 'breadcrumbs', 'garlic', 'salt', 'fresh ground black pepper', 'milk', 'dried oregano', 'fresh parsley']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,39087,creamy cajun chicken pasta,"['boneless skinless chicken breast halves', 'linguine', 'cajun seasoning', 'butter', 'green onion', 'heavy whipping cream', 'sun-dried tomatoes', 'salt', 'dried basil', 'ground black pepper', 'garlic powder', 'parmesan cheese']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,200296,kittencal s easy and delicious ranch parmesan chicken,"['boneless skinless chicken breasts', 'dry breadcrumbs', 'parmesan cheese', 'seasoning salt', 'ground black pepper', 'garlic powder', 'ranch salad dressing', 'butter']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,26257,so it s bekah s pulled pork now,"['pork butt', 'black pepper', 'paprika', 'turbinado sugar', 'salt', 'dry mustard', 'cayenne', 'chicken stock', 'dry white wine', 'apple cider vinegar', 'molasses', 'plum tomato', 'shallots', 'pitted dates', 'garlic']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,33671,crock pot whole chicken,"['salt', 'paprika', 'cayenne pepper', 'onion powder', 'thyme', 'white pepper', 'garlic powder', 'black pepper', 'roasting chicken', 'onion']"
437b19c2-7494-4dbd-9e36-fc6fe622089b,75302,mrs  geraldine s ground beef casserole,"['ground beef', 'tomatoes', 'onion', 'bell pepper', 'celery', 'mushrooms', 'brown sugar', 'worcestershire sauce', 'cream of mushroom soup', 'sharp cheddar cheese', 'angel hair pasta', 'tomato sauce', 'salt and pepper']"
b26bbc84-778f-4625-8dd8-b821212b11d0,33919,creamy burrito casserole,"['ground beef', 'yellow onion', 'taco seasoning', 'flour tortillas', 'refried beans', 'taco cheese', 'cream of mushroom soup', 'sour cream', 'hot sauce']"
b26bbc84-778f-4625-8dd8-b821212b11d0,39087,creamy cajun chicken pasta,"['boneless skinless chicken breast halves', 'linguine', 'cajun seasoning', 'butter', 'green onion', 'heavy whipping cream', 'sun-dried tomatoes', 'salt', 'dried basil', 'ground black pepper', 'garlic powder', 'parmesan cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,95222,pork chops yum yum,"['pork chops', 'chicken broth', 'honey', 'soy sauce', 'ketchup', 'ginger', 'garlic salt']"
b26bbc84-778f-4625-8dd8-b821212b11d0,82102,kittencal s moist cheddar garlic oven fried chicken breast,"['butter', 'garlic', 'garlic powder', 'seasoning salt', 'seasoned dry bread crumb', 'cheddar cheese', 'parmesan cheese', 'ground black pepper', 'boneless skinless chicken breasts', 'shredded cheddar cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,68955,japanese mum s chicken,"['chicken drumsticks', 'water', 'balsamic vinegar', 'soy sauce', 'sugar', 'garlic clove', 'hot chili pepper']"
b26bbc84-778f-4625-8dd8-b821212b11d0,69173,kittencal s italian melt in your mouth meatballs,"['ground beef', 'egg', 'parmesan cheese', 'breadcrumbs', 'garlic', 'salt', 'fresh ground black pepper', 'milk', 'dried oregano', 'fresh parsley']"
b26bbc84-778f-4625-8dd8-b821212b11d0,28148,oven fried chicken chimichangas,"['picante sauce', 'ground cumin', 'dried oregano leaves', 'cooked chicken', 'cheddar cheese', 'green onions', 'flour tortillas', 'margarine', 'green onion']"
b26bbc84-778f-4625-8dd8-b821212b11d0,63689,my family s favorite sloppy joes  pizza joes,"['ground beef', 'celery', 'onion', 'tomato sauce', 'ketchup', 'barbecue sauce', 'brown sugar', 'dry mustard', 'salt and pepper', 'worcestershire sauce', 'vinegar']"
b26bbc84-778f-4625-8dd8-b821212b11d0,200296,kittencal s easy and delicious ranch parmesan chicken,"['boneless skinless chicken breasts', 'dry breadcrumbs', 'parmesan cheese', 'seasoning salt', 'ground black pepper', 'garlic powder', 'ranch salad dressing', 'butter']"
b26bbc84-778f-4625-8dd8-b821212b11d0,33671,crock pot whole chicken,"['salt', 'paprika', 'cayenne pepper', 'onion powder', 'thyme', 'white pepper', 'garlic powder', 'black pepper', 'roasting chicken', 'onion']"
b26bbc84-778f-4625-8dd8-b821212b11d0,27208,to die for crock pot roast,"['beef roast', 'brown gravy mix', 'dried italian salad dressing mix', 'ranch dressing mix', 'water']"
b26bbc84-778f-4625-8dd8-b821212b11d0,43023,creamy garlic penne pasta,"['penne', 'butter', 'garlic cloves', 'flour', 'chicken broth', 'milk', 'parsley flakes', 'salt and pepper', 'parmesan cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,54257,yes  virginia there is a great meatloaf,"['ground beef', 'bread', 'egg', 'vidalia onions', 'table salt', 'black pepper', 'ketchup', 'whole milk', 'apple cider vinegar', 'dark brown sugar']"
b26bbc84-778f-4625-8dd8-b821212b11d0,34382,mashed red potatoes with garlic and parmesan,"['red potatoes', 'garlic cloves', 'butter', 'milk', 'salt', 'parmesan cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,87782,greek potatoes  oven roasted and delicious,"['potatoes', 'garlic cloves', 'olive oil', 'water', 'dried oregano', 'lemon', 'sea salt', 'fresh coarse ground black pepper']"
b26bbc84-778f-4625-8dd8-b821212b11d0,25885,banana banana bread,"['all-purpose flour', 'baking soda', 'salt', 'butter', 'brown sugar', 'eggs', 'bananas']"
b26bbc84-778f-4625-8dd8-b821212b11d0,22782,jo mama s world famous spaghetti,"['italian sausage', 'onion', 'garlic cloves', 'diced tomatoes', 'tomato paste', 'tomato sauce', 'water', 'basil', 'dried parsley flakes', 'brown sugar', 'salt', 'crushed red pepper flakes', 'fresh coarse ground black pepper', 'red wine', 'thin spaghetti', 'parmesan cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,150863,panera s cream cheese potato soup,"['chicken broth', 'potatoes', 'seasoning salt', 'white pepper', 'ground red pepper', 'cream cheese']"
b26bbc84-778f-4625-8dd8-b821212b11d0,43509,crumb topped banana muffins,"['flour', 'baking soda', 'baking powder', 'salt', 'bananas', 'sugar', 'egg', 'butter', 'brown sugar', 'cinnamon', 'nuts']"
b26bbc84-778f-4625-8dd8-b821212b11d0,37336,melt in your mouth chicken breasts,"['boneless chicken breast halves', 'mayonnaise', 'parmesan cheese', 'seasoning salt', 'ground black pepper', 'garlic powder']"
